,exp,edu,hab,v_tit,v_desc,sim
0,"Credit Specialist - Analytics,Wholesale Credit Modelling Specialist,Online Marketing Manager - Analytics,Credit Risk Modeling Analyst,Consultant,Telecommunication Engineer,Professional Associate,Visiting Student","Bachelor,Computer Engineering","Analysis,Business Strategy,Business Intelligence,Business Analysis,Matlab,Financial Modeling,Strategic Planning,Analytics,SQL,Business Planning,Credit Risk,C,Management,SAS,Strategy,VBA,Risk Management,Statistical Modeling,Valuation,Team Leadership,Programming,Data Analysis,Project Management,Java,Entrepreneurship,Quantitative Finance,Market Risk,Cross-functional Team Leadership,English,Microsoft Excel,Visual Basic,Data Mining,Corporate Finance,Portfolio Management,Banking,Microsoft Office,Financial Analysis,Financial Markets,Capital Markets,Quantitative Analytics,Credit",Analista de Business Intelligence Pleno," Geração e atualização de relatórios de BI (Mídia Online, Web Analytics e CRM), rotinas de análises diárias de performance em geração de leads e cadastros e contato com equipes internas e com o cliente no dia a dia., Experiência com a área de análises, desejável vivência com a área digital. Conhecimentos: Mobile Apps, Web Analytics (Adobe Analytics e/ou Google Analytics), CRM, Mídia Online, Excel intermediário/avançado, Power Point, SQL e tratamento de dados. , Ensino Superior., Aplicações de escritório: microsoft Excel,Microsoft PowerPoint e outros programas CRM.Banco de dados: SQL Server.",0.1584
1,the same,the same,the same,Consultor de Negócios TI," Atuar com participação em projetos de estratégia, organização, processos e eficiência operacional, controle e gerenciamento de riscos, finanças, entre outros, com os seguintes tipos de atuação (exemplos ilustrativos): Planejamentos estratégicos de sistemas e de arquitetura de informação. Análise de negócio para especificação de requisitos de sistemas. Processos de seleção estratégica de sistemas. Implementação, configuração, parametrização de sistemas aplicativos especialistas internacionais para distintas áreas de negócio. Concepção e implementação de arquiteturas e camadas de integração transacional e batch de sistemas. Concepção e implementação de sistemas de informação gerencial. Revisão de eficiência e otimização de áreas de tecnologia. Atuação nas linhas de atividades de Financial and Comodities Risk Consulting (bancos de investimento e gestão de riscos), Retail Business Consulting (bancos de varejo) e novas tecnologias (sistemas aplicativos especialistas, do mercado internacional).",0.1218
2,the same,the same,the same,Analista de Business Intelligence," Analisar e desenvolver demandas de soluções de Business Intelligence. Construir / manter a arquitetura necessária, desde a modelagem dos dados, criação de ETLs e apoio na construção de cubos, dashboards, planilhas ou relatórios analíticos. Entender as necessidades do cliente, construindo soluções adequadas para aumentar a visibilidade e agilizar o fluxo das informações dos clientes. Buscar a melhoria contínua dos processos, através do controle, da documentação e da utilização de boas práticas de desenvolvimento e verificação das rotinas operacionais realizando a otimização no uso dos recursos disponíveis., Experiência em modelagem dimensional e modelagem de dados Star Schema. Domínio das ferramentas Microsoft SQL Server Integration Services (SSIS) e SQL Server, Analysis Services (SSAS). Experiência em Microstrategy. Experiência em programação Orientada a Objetos de snippets com .NET (C# / VB.Net). Data Warehouse / Data Mart / Modelagem Dimensional. Superior completo em Ciência da Computação, Engenharia da Computação, Sistemas de Informação ou áreas em comum. Desejável certificação em alguma das ferramentas acima.",0.1186
3,the same,the same,the same,Analista de Web Analytics Pleno," Realizar a extração, tratamento e manipulação de dados e indicadores de mídia de performance como AdWords, Facebook Ads, Afiliados, e-mail Marketing, etc., instalação, configuração e acompanhamento de tracking de Web Analytics e Tag Manager, automatizar processos, relatórios e controles de performance, configurar e elaborar análises em testes A/B, gerar e formatar relatórios analíticos, utilizando Queries em SQL e Qlik Sense., Experiência em Qlik e bancos de dados MySQL e SQL Server, HTML e CSS., De cookies. Conhecimento avançado em Web Analytics - Google Analytics e GTM, Conhecimento avançado de KPIs por mídias e para extração de informações e construção de relatórios e dashboards.",0.1163
4,the same,the same,the same,Web Analytics," Irá trabalhar na configuração, setup e análise de Google Analytics, e com conhecimentos em Facebook ADS e Google Adwords., Necessário experiência em configuração de Google Analytics para e-commerce., Ensino Superior., Conhecimentos de SEO.",0.1161
5,the same,the same,the same,Programador," Desenvolver aplicações corporativas para uso interno e externo, modelagem de Dados Dimensional Processos de Business Intelligence (BI) e processos de ETL - Microsoft SQL Server Integration Service (SSIS) e Linguagem T-SQL., Desejável domínio em ferramentas de BI como (Microsoft SQL Server Reporting Services (SRSS), Microsoft SQL Server Analysis Services (SASS), Power BI e Qlikview / QlikSense).",0.1105
6,the same,the same,the same,Analista de Sistemas - Power Center," Analisar e desenvolve projetos de sistemas, levanta requisitos, mapeia processos e realizar modelagem de dados, com objetivo de estudar e implementar sistemas de acordo com as regras de negócio. Analisar o desempenho de sistemas implantados, solucionar problemas técnicos e elaborar manuais., Experiência no suporte técnico especializado em informática power center., Conhecimentos em power center data Integration Developer Specialist. Data quality Developer Specialist. ILM Test data management Developer Specialist ou Power center data Integration Administrator Specialist.",0.1063
7,the same,the same,the same,Cientista de Dados / Business Analytics," Atuar com implementação e configuração avançada de ferramentas de Web Analytics, com ênfase em Google Analytics, Google Tag Manager, Google Big Query, Google Data Studio. Desejável familiaridade ferramentas de Teste A/B. Experiência com plataformas de mídia (incluindo ativação/DSPs). Experiência com banco de dados relacional e não relacional (exemplo: Hive, Impala, MongoDB, CouchDB, Cassandra , etc.). Experiência em metodologias de desenvolvimento ágil, com capacidade em desenvolver rapidamente protótipos e MVPs.",0.1026
8,the same,the same,the same,Analista de Requisitos na área de TI," Irá atuar com documentação de requisitos funcionais e não funcionais. Construção de Dicionário de Dados e modelo do Banco de Dados; Padrão UML; Redação de Casos de Uso; Prototipação de Telas; Técnicas de Entrevista; Engenharia de Software., Experiência comprovada com documentação de requisitos funcionais e não funcionais. Construção de Dicionário de Dados e modelo do Banco de Dados; Padrão UML; Redação de Casos de Uso; Prototipação de Telas; Técnicas de Entrevista; Engenharia de Software., Ensino Superior cursando em Sistema de Informação, Ciência da Computação ou áreas afins., Onhecimento desejável em: CMMI e MPS.BR; BPMN; Análise de Ponto de Função; Enterprise Architect; Microsoft Visio; Bizagi; SCRUM. Certificações desejadas: Certified Associate in Project Management (CAPM); Certified Business Analysis Professional (CBAP); Certificação Scrum Product Owner (CSPO); Certified Function Point Specialist (CFPS); Certified Software Measurement Specialist (CSMS); OCUP: OMG Certified UML Professional, OCEB: OMG-Certified in BPMN.",0.1021
9,the same,the same,the same,Desenvolvedor CRM Sielbel," Atuar no levantamento de documentação necessária para início do projeto Atuar com report sobre status do projeto para GP e diretoria. Atuar com os módulos de Dynamic Catalog, Financial Service, Customer Order Managemen for Banking e Bem como análises non Credit. Ser responsável pelo Siebel Order Management Administration e também Server Administrator . Certificações em Desenvolvimento Siebel 8 Energy, Siebel Foundations, Siebel Server Administration, Siebel Remote Administration e Configuring an Application Using Siebel Tools., Ensino Superior completo.",0.1003
0,"Senior Statistical Analyst,Credit Risk Analyst,Tutor on Statistics","Bachelor of Statistics,Certificate in Business","Statistics,English,Data Analysis,Microsoft PowerPoint,Risco de crédito,Inteligência empresarial",Analista Programador Senior," Irá atuar com com desenvolvimento de sistemas, implantação e acompanhamento de projetos., Necessário experiência na área., Ensino Superior completo.",0.1511
