,exp,edu,hab,v_tit,v_desc,sim
5,the same,the same,the same,Analista III de Infraestrutura Devops," Lidar com desafios para automatização com uso de pipelines e provisionamento de serviços / micro- serviços. Provisionar recursos de forma programática para nuvens públicas como AWS, Azure e Google Cloud. Debugar e analisar problemas de performance e de arquitetura. Manter a disponibilidade dos ambientes existentes., Conhecimentos técnicos desejáveis em administração Linux e Windows (CentOS, Ubuntu, Windows Server), Infrastructure as code (Docker, Chef, CloudFormation, Ansible, Terraform, Packer), Service discovery (etcd, Consul), Amazon Web Services (EC2, VPC, IAM, S3), Cache (Memcached, Redis), Monitoramento (Datadog, Nagios, Centreon), Linguagem de Script (Shell Script), ferramentas de Virtualização (VMWare, VirtualBox), Administração de Bancos de Dados SQL (MySQL, SQL Server, Oracle).",0.7625
6,the same,the same,the same,Analista de Negócio de TI," Consultoria e levantamento de requisitos Técnicos junto aos clientes / áreas de negócio. Contato cliente / área de negócio. Atuação com contato com equipe técnica nacional e internacional. Elaboração de propostas técnica e comercial e prazos, com: especificação, desenvolvimento, teste, implementação, Go Live e suporte / estabilização., Desejável Ensino Superior ou Tecnólogo. Conhecimentos em eletrônica analógica, eletrônica digital, programação de sistemas embarcados, sistemas operacionais embarcados, processamento digital de sinais, eletrônica embarcada com microcontroladores. Habilidades com arquitetura de processadores embarcados, redes e protocolo de comunicação para sistemas embarcados, além de sistemas operacionais de tempo real para microcontroladores (RTOS). Conhecimentos em eletrônica embarcada com IoT e FPGAs, com visão computacional e reconhecimento de padrões para sistemas embarcados. Facilidade com projetos e aplicação de sistemas embarcado, Programming Programmable Logic Controller, Electronic Vehicle Architecture and Software Integration usando protocolos de comunicação como ISO-K and CAN Networks, eletrônica embarcada para plataformas móveis (Handhelds e portable computers), com documentação de Produto & Change Management - PLM. Conhecimentos em tecnologias UML (casos de uso, diagrama de classe, diagrama de atividade, diagrama de sequência, diagrama de componentes), MER, C++ / Visual C++, C#, SQL (Stored procedures, triggers, CRUD), DB2, CMMI, metodologias baseadas no RUP Windows CE, com ferramentas: Enterprise Architect, SVN, Polarion, Microsoft Visual Studio, Microsoft SQL Server, .NET, QT Framework, Java J2SE and J2EE, Groovy, Ant, JUnit, Eclipse, SVN, SQL Server 2000, Visual Source Safe, MKS Integrity, Mercury HP Quality Center e Windows CE.",0.7561
7,the same,the same,the same,Analista de Infraestrutura Microsoft Azure," Atuará com arquitetura, implementação e trobleshooting de projetos no Microsoft Azure em IaaS e Paas além de suportar o time de operações na resolução de incidentes críticos., Conhecimento em Web Apps, Cloud Services, Virtual Machines, SQL Database, Storage, média Services, Redis Cache, Recovery Services, CDN, Automation, Scheduler, OMS, RemoteApp, Virtual Network, App Insights, Traffic Manager, Azure AD, ARM, EMS, Office 365, IIS, Windows Server, Active Directory, DNS, Cluster, NLB, Troubleshooting em Ambiente Web e Powershell. Desejável certificações técnicas Linux, MongoDB, Tomcat, Nginx, New Relic e MySQL.",0.7549
8,the same,the same,the same,Analista de Requisitos na área de TI," Irá atuar com documentação de requisitos funcionais e não funcionais. Construção de Dicionário de Dados e modelo do Banco de Dados; Padrão UML; Redação de Casos de Uso; Prototipação de Telas; Técnicas de Entrevista; Engenharia de Software., Experiência comprovada com documentação de requisitos funcionais e não funcionais. Construção de Dicionário de Dados e modelo do Banco de Dados; Padrão UML; Redação de Casos de Uso; Prototipação de Telas; Técnicas de Entrevista; Engenharia de Software., Ensino Superior cursando em Sistema de Informação, Ciência da Computação ou áreas afins., Onhecimento desejável em: CMMI e MPS.BR; BPMN; Análise de Ponto de Função; Enterprise Architect; Microsoft Visio; Bizagi; SCRUM. Certificações desejadas: Certified Associate in Project Management (CAPM); Certified Business Analysis Professional (CBAP); Certificação Scrum Product Owner (CSPO); Certified Function Point Specialist (CFPS); Certified Software Measurement Specialist (CSMS); OCUP: OMG Certified UML Professional, OCEB: OMG-Certified in BPMN.",0.7547
9,the same,the same,the same,Cloud Developer," Atuar com arquiteturas em Cloud, na técnica Twelve Factor, linguagens estatísticas, em especial R e Python com relação a solução de arquitetura e desenvolvimento / configuração. Dar apoio com componentes de uma solução analítica, com aprendizagem de máquina, busca / recuperação de informação e algoritmos de processamento em linguagem natural., Experiência nas atividades descritas. , Ensino Superior., Conhecimentos técnicos em banco de dados NoSQL, Application Architecture, Digital Architect, Cloud Native Architecture, Event Driven Architecture, Domain Driven Development Microservices, DevOps, API Enablement, Spark, Weka, Mahout, Hadoop , Hive e HBase.",0.7546
0,"Analista de Suporte,Técnico Telesuporte Jr.","Gestão Empresarial,Tecnologia em Redes de Computadores",,Analista de Suporte ERP," Atendimento ao cliente, implantação me módulos ERP TOTVS e atividades pertinentes a função., Conhecimento em sistema ERP TOTVS DATASUL.",0.7212
1,the same,the same,the same,Suporte Técnico," Prestará suporte técnico de pneumática., Ensino Técnico em automação Industrial ou Mecatrônica., Conhecimento em pneumática.",0.7186
2,the same,the same,the same,Analista de Suporte Técnico," Irá desenvolver atividades relacionadas a atendimento ao cliente, prestando suporte técnico a Smartphone, relógios entre outros., Necessário experiência como Analista de suporte técnico., Ensino Médio completo ou Técnico cursando em área de Tecnologia.",0.7179
3,the same,the same,the same,Analista de Suporte Técnico Junior," Irá atuar com suporte à microinformática, sistema de gestão agrícola, implantação de sistemas, projetos e programações., Desejável experiencia como analista de suporte técnico., Ensino técnico completo.",0.7117
4,the same,the same,the same,Analista de Suporte Técnico Sênior," Atuar com administração de servidores, administração de redes, administração de firewall, Sonicwall, implantação de projetos e suporte aos usuários., Experiência nas atividades descritas. Ensino Superior completo.",0.7092
5,the same,the same,the same,Analista de Suporte Técnico," Prestar suporte, atendimento aos clientes por: telefone, remoto e/ou presencial) solucionando demandas de Hardware e Software (ambiente Microsoft, Linux, Virtualizados), entre demais atividades., Ensino Superior completo ou em andamento nas áreas de Tecnologia., Certificações Linux e Windows.",0.7049
6,the same,the same,the same,Assistente de Tecnologia da Informação," Suporte em geral, consertos de equipamentos, atendimento de chamados., Ensino Superior em andamento em Redes de Computadores.",0.7031
7,the same,the same,the same,Analista de Suporte Técnico de Campo Júnior," Atendimento ao cliente ou suporte técnico em campo, manutenções preventivas e corretivas., Ensino Médio completo ou cursando Ensino Superior na área de tecnologia da informação.",0.6948
8,the same,the same,the same,Analista de Suporte Técnico de Campo Júnior," Atendimento ao cliente e suporte técnico em campo., Experiência na área., Ensino Médio completo., Cursos técnicos em informatica. Conhecimento em Redes de computadores, Cabos UTP. Conhecimento em ITIL V3.",0.6938
9,the same,the same,the same,Analista de Tecnologia da Informação," Atendimento ao usuário de informática, suporte técnico e manutenção de equipamentos., Experiência na função., Ensino Superior cursando na área de TI.",0.6928
