,exp,edu,hab,v_tit,v_desc,sim
7,the same,the same,the same,Senior 3D Web Developer - Unity," Develop responsive, enterprise web and mobile web applications and APIs using modern web technologies (JavaScripts, HTML5, CSS3, , jQuery, Backbone.js, RequireJS) Project responsibilities include development, testing, documentation, implementation, and maintenance Work closely with a cross-functional Scrum team to understand requirements and recommend appropriate solutions; including Project Managers/Scrum Masters, Product Owners, Designers, Backend Developers and QA Analysts Actively contribute to and enforce best practices, group standards Mentor other developers, including peer reviewing code and pair programming. Proactively keep up-to-date on industry trends and emerging technologies; drive adoption of new technologies and best practices Experience with Unity3d is desirable., Bachelors degree in a technical discipline or equivalent work experience relevant work experience developing enterprise web applications Good experience with object-oriented programming Experience with API development (i.e.: REST/SOAP/JSON) Must provide code samples (examples: URLs with descriptions of which parts you developed, zip file or equivalent profile) Demonstrated leadership as a senior/specialist, subject matter expert, architect, team lead, or equivalent role on past technical projects Experience with WebVR API (3D environment), React VR, A-frame, MOZVR. Knowledge about WebGL.",0.7745
8,the same,the same,the same,Analista Desenvolvedor," Knowledge of the application of PACS and RIS, Digital Radiology equipment Knowledge, CT, MRI, Nuclear Medicine, Ultrasound, etc. DICOM protocol Domain, Knowledge of computer networks - TCP-IP, Knowledge of PACS / RIS integration, Knowledge HL7, Knowledge Worklist, Knowledge in peripheral HDW w SFTW, Teaching workflow key-users and radiologists. Teaching RIS&PACS to key-users and radiologists. Manager project during implementation. Ensures greater agility in customer service, in solving technical problems. Perform self-training using e-learning tools through the portal of Carestream Health. Keep up to date with new releases and patches sent through the specific sites for this type of content., Training in Technician, Data Processing, Computer Engineering, Systems Analysis, Project Management or related fields. Knowledge Java, C#, Oracle, Firebird, SQL Server, Postgre. Workflow Knowledge Diagnostics Clinical Imaging and Hospitals. ",0.7713
9,the same,the same,the same,Technical Advisor Bakery Latin America," Support for the representatives and customers in technical and technological terms, especial in bakery applications. Market and potential analyzes and development of new markets. Development of sales strategies at the bakery field together with the area sales manager. Support of existing customers. Participation in the planning and realization of trade fairs. Sales support activities for agencies. Technological training for agencies. Compliance with the permanent exchange of information with the respective representatives and Area sales manager of the company. Regular personal care of key clients. Monitoring and analysis of the market and competition. In cooperation with the customers and representatives, to take measurements for further developments. Identification and realization of new products and application possibilities. Supporting sales activities (demonstrations, seminars at the customer and internally, etc.). together with the Export manager. Qualifications & Required: Bakery specialist / Food engineer or similar education. Strong technical interest. Very good knowledge in bakery technology / Bakery ingredients. Pleasure in supporting people of different Countries and Mentalities. Knowledge in computer applications (Microsoft Office). Spanish & English speaking and writing. Availability for travel. Good communication skills and cooperation. Enforceability, determination, commitment. High flexibility., Knowledge in computer applications (Microsoft Office). Spanish & English speaking and writing. Availability for travel. Good communication skills and cooperation. Enforceability, determination, commitment. High flexibility.",0.7687
0,"Senior Data Scientist,Pesquisador,Data Scientist,Engenheiro,Estagiário,Estagiário","Bachelor’s Degree,Control and Automation Engineering,Specialization,Machine Learning","Machine Learning,Algorithms,Data Science,R,Python,Software Engineering,C#,Design Patterns,SQL,Optimization,Programming,C++,Microsoft Office,Deep Learning",Software Engineer," Use open source technology, scrum, design sprints, squads and agile development Develop solutions to help consumers in the loan application process. Develop high quality code and to work in multi-disciplinary high- performance teams., Experience with back-end, Ruby skills, Unit, integration and acceptance testing, API design with JSON API spec, Object Oriented Design, Domain Driven Design (DDD), Refactoring Techniques, Messaging (Sidekiq, RabbitMQ), Git. Desirable experience with other programming languages, integrating with Ember or another SPA framework, infra provisioning (Ansible), Devops, Vanilla Javascript.",0.7303
1,the same,the same,the same,Programador Back-end - Sênior," Design, architect and implement high-traffic, large-scale web APIs. Build infrastructure on top of AWS services: DynamoDB, RDS, SQS, ElastiCache, ElasticSearch, SNS, Route 53, CodeDeploy, CloudFormation., Trong experience developing data driven web applications (including knowledge in web servers, load balancing, caching, databases, replication, etc.)Strong understanding of object-oriented design and software development principles Excellent problem solving, analytic skills, excellent written and verbal communications skills You know how and where to store large amounts of data using SQL (MySql) and NoSQL (Redis, DynamoDB) databases. Git experience. Strong CS fundamentals Mastery of at least one object oriented language (Java, C#, C++, Ruby, Python). Experience working with Java RESTful frameworks and related tools. Cloud development/deployment/management (preferable AWS) Strong handle on the TCP and HTTP stack, request batching, request optimization, sockets and DNS. Experience working with systems engineering. Experience doing full stack development Experience scaling and monitoring systems on AWS. Experience with Java Experience with dynamic languages (Python, Ruby, Javascript). Experience automating systems orchestration with Ansible and CloudFormation, or similar technology. Familiarity of working on large-scale, high volume applications. DevOps Tools (Jenkins, Chef, Vagrant, Docker) , Graduação em andamento ou completa.",0.7268
2,the same,the same,the same,.Net Developer," Atuar com ASP.NET, MVC, JQuery, ODP.NET, Entity framework, WCF and Oracle Data Base., Experience in ASP.NET, MVC, JQuery, ODP.NET, Entity framework, WCF and Oracle Data Base., Intermediate/Advanced English required. Preferred, but not essential: Knowledge of Agile Methodologies.",0.7225
3,the same,the same,the same,Xamarin .NET / Mobile Developer," Act with simple animation, push notifications from the server, API connections and setup, and issue resolution. Work with current staff and assist in all deployment aspects. Work independently (including own access to software and hardware required) while communicating and collaborating with the team., Expertise in .Net C# development with Visual Studio, Xamarin, Android, iOS, Custom controls, Simple Animation, MVC, Entity Framework, SQL Server, Push Notifications, Restful APIs, Azure, Mobil App Services, API Management Services, Authentication using a custom data store / tokens, Setup and Publishing to the PlayStore and AppStore. Knowledge sharing and good communication skills are a must.",0.7199
4,the same,the same,the same,Desenvolvedor Android - Sênior," Will work with people with multidisciplinary skills (PO, UX / UI, Developer and QAs) in order to deliver the best experience for our user., Must have experience in Java or Kotlin Language, developing and designing advanced applications on the Android platform, GIT, we work with pull request, promoting a constant code-review, Agile methodologies (XP and Scrum). Experience with REST APIs and other external data sources, material design, Android Support Library. Proven mobile development. Work with different device dimensions (tablet, cell phone, etc). General knowledge of the mobile environment, such as architectures, standards, trends and emerging technologies. Familiar with the process of submitting apps to the Play Store. Nice if you have experience in continuous integration / continuous deploy (Travis). Experience with unit tests / automated UI tests, Fetch GraphQL APIs Google Analytics, React Native e iOS - Swift or Objective-c.",0.7159
5,the same,the same,the same,Desenvolvedor Front-end," Developing a global platform. (PO, UX / UI, Developer and QAs) in order to deliver the best experience for our users. Maintenance and testing., Experience SPA (Angular, React, BackBone), HTML5, CSS3, Modern JavaScript ES6+, Webpack/Browserify, GIT, Responsive Layout, Good practices and front- end pattern knowledge, Advanced English, B.S., M.S., or PhD. React, React Native, Redux, Apollo/Relay, Flexbox e GraphQL. Some functional programming knowledge Python/Ruby/Java/Scala.",0.7155
6,the same,the same,the same,WCS App Developer," WebSphere commerce suite (WCS) Developer will utilize the following skills: Hands-on experience with utilizing various sub systems of Websphere Commerce Server i.e Catalog, Order, Member etc; The developer will work both on back end and forward facing elements of sites so experience with JavaScript, DOJO, jQuery, CSS or other front end technologies. Required skills: - Senior Programming logic and Object Oriented Programming - WebSphere Commerce Suite Java/J2EE specific development experience - Javascript - Struts - EJB, JPA, JDBC - Servlets e Ajax - JSTL - Candidate must also have experience with writing SQL queries preferably for DB2. - WCS Integrations (XML, Web Services, Rest Services, WebSphere MQ and other integration solutions) - DOJO - HTML5 Nice to have skills: - Advanced English - Responsive web design - CSS - DynaCache modeling and configuration. - JQuery - DB2 - Linux - Websphere MQ - Build Tools: Jenkins/ Ant/ WebSphere Commerce Build and Deploy, Experience senior Programming logic and Object Oriented Programming, WebSphere Commerce Suite, Java/J2EE specific development experience, JavaScript, Struts, EJB, JPA, JDBC, Servlets e Ajax - JSTL. Candidate must also have experience with writing SQL queries preferably for DB2. WCS Integrations (XML, Web Services, Rest Services, WebSphere MQ and other integration solutions), DOJO HTML5, Nice to Have: Responsive web design, CSS, DynaCache modeling and configuration. JQuery, DB2 Linux, Websphere MQ, Build Tools: Jenkins/ Ant/ WebSphere Commerce Build and Deploy e Advanced.",0.7146
7,the same,the same,the same,Desenvolvedor Web," Design, code and test software for mobile devices. Review and discuss software architecture solutions for backend and Front end web based systems. Review and discuss software requirements with external partners. Cooperate with team members to review software artifacts, define interfaces and discuss best approach to solve end-user needs., MS or BS in Computer Science or equivalent degree. Experience with software development. Knowledge of Web Applications architecture RESTful Web Services, HTML & JavaScript, Python, Java, Relational and nonrelational database, AngularJS, Java, Google Endpoints, Appengine Hibernate, CSS, Cloud Computing (AWS, Google Cloud, etc), Linux shell script, DevOps knowledge. Experience working in an Agile/Scrum development process, Knowledge of Git, Gerrit and Jenkins tools. Teamwork and good communication skills across multiple teams. Be able to work independently and respond to multiple and conflicting requests under tight deadlines in a dynamic working environment. Good communication skills in both written and spoken English.",0.7139
